crystal_system,space_group,band_gap,volume,density,density_atomic,formation_energy_per_atom,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,cluster,e_electronic,e_ionic,e_total,class
3,63,3.4826,157.4285633639763,3.0838885182938056,11.244897383141163,-2.656597699761904,3.0,23.0,20.0,10.0,66.0,153.0,87.0,98.0,0.98,3.44,2.46,2.525714285714286,8,3.593404803333333,5.981774800000001,9.575179603333334,train
6,150,7.5661,283.58369773477534,3.025293581908551,10.50309991610279,-3.716233073703704,3.0,13.0,10.0,9.11111111111111,57.0,141.0,84.0,81.33333333333333,0.98,3.98,3.0,3.086666666666667,5,2.0034934533333257,3.940713133333345,5.944206586666669,train
3,33,0.8055000000000001,383.1239539939818,5.222225587830797,13.68299835692792,-2.00154795107143,8.0,76.0,68.0,18.428571428571427,57.0,144.0,87.0,70.71428571428571,2.2,3.98,1.7799999999999998,3.648571428571429,9,2.59450329,0.8212452333333333,3.415748523333333,train
1,129,2.617,134.20409005951333,7.574955408115198,22.36734834325222,-2.020672455833328,9.0,82.0,73.0,42.0,57.0,146.0,89.0,107.66666666666669,2.33,3.98,1.65,3.09,3,5.2096218033333335,67.94475815999999,73.15437996333334,train
6,148,2.6387,132.27667447174392,5.127346043422338,16.53458430896799,-2.538240992812501,9.0,83.0,74.0,21.75,57.0,220.0,163.0,88.75,0.82,3.98,3.16,3.34,3,2.1810562533333333,4.442903656666881,6.623959910000214,train
5,1,1.7320999999999998,75.3918585713087,5.514924185690845,18.847964642827176,-0.7556535558333355,7.0,81.0,74.0,26.0,66.0,145.0,79.0,87.0,1.62,3.44,1.82,2.885,10,3.726268643333334,166.36584481333333,170.09211345666668,train
6,164,0.8824000000000001,103.44774306431248,2.774236608974617,20.6895486128625,-1.7909300355,6.0,21.0,15.0,16.4,76.0,170.0,94.0,124.0,1.36,3.16,1.8,2.318,9,6.711843366666666,14.228664089993542,20.940507456660207,train
0,221,0.8055999999999996,104.59748823288616,2.6228647853137,20.91949764657723,-1.205423485345237,7.0,20.0,13.0,16.4,71.0,176.0,105.0,141.2,1.0,3.04,2.04,1.646,10,8.44481671,44.36542335666667,52.810240066666665,train
4,12,3.3857000000000004,210.6502188953088,3.971384586297138,17.554184907942396,-2.9519292905228505,8.0,73.0,65.0,18.5,66.0,244.0,178.0,96.33333333333331,0.79,3.44,2.65,2.849166666666666,8,2.916278070259489,6.351220061882145,9.267498132141634,train
3,62,1.7767,338.10093212572406,4.591719201212127,28.17507767714368,-0.8158934199999995,16.0,51.0,35.0,34.0,105.0,139.0,34.0,121.33333333333331,2.05,2.96,0.91,2.53,10,6.804134619999999,98.34959948666663,105.15373410666666,train
2,194,2.5134000000000003,121.21093888475164,8.019411365090507,12.121093888475164,-3.196144291333333,8.0,71.0,63.0,25.2,66.0,187.0,121.0,101.4,1.27,3.44,2.17,2.68,3,4.1146058869855215,23.217333812849464,27.331939699834987,train
0,225,0.1510000000000007,29.3532772394838,5.821847704574437,14.6766386197419,-1.999617329374999,7.0,39.0,32.0,23.0,71.0,190.0,119.0,130.5,1.22,3.04,1.82,2.13,9,15.427707263335217,104.58005782437472,120.00776508770991,train
1,139,2.2557,126.95326347785604,7.337680531987949,31.738315869464007,-0.7310557787500027,35.0,80.0,45.0,57.5,120.0,132.0,12.0,126.0,2.0,2.96,0.96,2.48,2,5.370604843343441,19.87223089196993,25.24283573531337,train
2,173,2.5842,340.37599466278874,7.338003507385594,21.273499666424296,-1.1989752340625015,8.0,81.0,73.0,38.5,66.0,145.0,79.0,102.25,1.62,3.44,1.82,2.6,2,3.979097510000001,7.870564836666669,11.849662346666667,train
2,176,4.2503,145.49663109055865,3.2020796398588742,10.392616506468476,-1.3209434628571444,7.0,14.0,7.0,10.0,71.0,111.0,40.0,88.14285714285714,1.9,3.04,1.14,2.551428571428571,0,4.264479086668037,3.893353203330646,8.157832289998682,train
4,15,5.0435,367.1206815811383,2.33518915989338,16.687303708233557,-2.7920079769350634,8.0,19.0,11.0,11.454545454545457,57.0,203.0,146.0,96.72727272727272,0.82,3.98,3.16,2.8345454545454545,1,2.1040724933333337,3.0099453166454784,5.1140178099788125,train
4,12,3.9765,292.4847002362033,3.731359469171679,36.56058752952541,-2.2436434174999995,35.0,39.0,4.0,36.0,120.0,190.0,70.0,137.5,1.22,2.96,1.74,2.525,8,3.121391186666667,2.544212233333333,5.665603420000001,train
4,14,1.4567,258.03345167702247,3.690998601727158,12.901672583851123,-1.5694563345000003,8.0,30.0,22.0,13.6,66.0,166.0,100.0,117.2,0.93,3.44,2.51,2.0780000000000003,4,3.70069159,6.72940244,10.43009403,train
6,148,2.5821,123.50966762204364,3.5660800955805856,9.500743663234124,-2.1301048324358973,3.0,52.0,49.0,9.076923076923077,66.0,138.0,72.0,100.15384615384616,0.98,3.44,2.46,2.201538461538461,3,3.075285923333334,8.58318899,11.658474913333334,train
1,113,2.1663,215.0437816852425,5.863733837858067,11.94687676029125,-2.557905923148148,3.0,74.0,71.0,18.444444444444443,66.0,164.0,98.0,94.44444444444444,0.98,3.44,2.46,2.842222222222222,3,5.341911936666666,180.77548246666663,186.1173944033333,train
4,14,3.1697,321.677022029602,7.183613842350864,13.403209251233417,-1.7696740654166672,8.0,83.0,75.0,24.666666666666668,66.0,148.0,82.0,88.5,2.02,3.44,1.42,2.9933333333333336,0,4.991488986666667,33.20678609333333,38.19827508,train
4,13,2.1351,192.33816514824463,4.398336455549765,12.02113532176529,-1.8779551225000004,8.0,51.0,43.0,14.5,66.0,166.0,100.0,112.625,0.93,3.44,2.51,2.325,4,3.265327436666667,8.728235143333334,11.993562580000004,train
3,36,3.3341000000000003,93.3482325569128,3.645788863148711,15.558038759485465,-1.5111098420833322,1.0,37.0,36.0,15.333333333333334,31.0,220.0,189.0,105.66666666666669,0.82,3.44,2.62,2.1533333333333333,0,2.621434473333333,21.912049203333336,24.533483676666663,train
6,166,0.2076000000000002,47.04078272540674,3.35216258073585,11.760195681351686,-0.1677000838577598,6.0,25.0,19.0,11.25,71.0,139.0,68.0,89.25,1.55,3.04,1.49,2.545,6,5.39967045,9.485543923336456,14.885214373336456,train
3,31,3.1571,552.9579627877736,2.821077885738444,23.039915116157232,-1.5914938418749986,13.0,56.0,43.0,18.33333333333333,105.0,215.0,110.0,119.5,0.89,2.58,1.69,2.115833333333333,0,4.88224705,9.409771286666668,14.292018336666668,train
2,186,1.1002999999999998,114.2558863173566,5.610196464017319,28.56397157933915,-0.6789112758333329,30.0,52.0,22.0,41.0,122.0,138.0,16.0,130.0,1.65,2.1,0.4500000000000002,1.875,10,8.758068873329917,2.758614610036164,11.51668348336608,train
1,141,0.7066000000000003,217.02672338038937,5.966342279775017,27.12834042254867,-0.929586170266702,11.0,83.0,72.0,40.5,120.0,166.0,46.0,138.5,0.93,2.55,1.6199999999999997,2.0125,6,23.318391297085743,15.374966214724148,38.69335751180989,train
3,46,1.4236000000000004,301.25962695104494,7.77685987519008,13.69361940686568,-2.621873070666675,8.0,71.0,63.0,27.272727272727277,66.0,187.0,121.0,101.27272727272728,1.27,3.44,2.17,2.7927272727272725,4,4.640103883333334,22.68424729,27.324351173333337,train
3,63,5.9508,151.78804114614428,2.97871667811699,12.649003428845356,-2.665906946249997,8.0,20.0,12.0,11.333333333333334,66.0,176.0,110.0,90.83333333333331,1.0,3.44,2.44,2.89,1,2.664950383333333,4.90896755,7.573917933333333,train
2,186,0.3496999999999994,158.82202214022158,8.182080686051082,15.882202214022158,-2.328810991166668,8.0,81.0,73.0,32.4,66.0,207.0,141.0,110.0,1.1,3.44,2.34,2.608,9,7.819903723333333,27.97992667109395,35.79983039442728,train
6,160,0.5920000000000001,134.1195938723086,4.675201479696007,9.579970990879186,-1.461298376190476,3.0,27.0,24.0,12.714285714285714,66.0,128.0,62.0,92.0,0.98,3.44,2.46,2.642857142857143,9,10.017718306666668,6.428625636673655,16.446343943340324,train
6,166,0.0041999999999999,79.18729031957217,6.243274355039401,15.837458063914434,-0.4295490286666677,7.0,49.0,42.0,26.4,71.0,176.0,105.0,120.4,1.0,3.04,2.04,2.128,6,22.22371071,12.18000171,34.403712420000005,train
1,121,1.8922,145.3316368788824,3.806125651990336,20.76166241126891,-0.8660934466071433,16.0,31.0,15.0,22.285714285714285,105.0,122.0,17.0,112.28571428571428,1.65,2.58,0.9300000000000002,2.2271428571428573,2,6.04104484123912,3.461791392677796,9.502836233916916,train
6,166,4.9203,78.5640656927165,5.237683534296327,13.094010948786083,-4.223913480833335,8.0,39.0,31.0,18.666666666666668,57.0,190.0,133.0,104.33333333333331,1.22,3.98,2.76,2.8800000000000003,1,3.40511207,11.277014350112507,14.682126420112503,train
4,8,2.177,68.24478216691107,2.480383022516491,17.061195541727766,-2.401863194375,8.0,23.0,15.0,12.0,57.0,153.0,96.0,85.5,1.63,3.98,2.35,3.1225,4,3.2589836066666664,2.720119083333333,5.97910269,train
3,64,1.9592000000000005,376.9705147047192,5.340992901872447,15.7071047793633,-1.38577105976389,7.0,73.0,66.0,22.33333333333333,71.0,176.0,105.0,122.5,1.0,3.04,2.04,2.103333333333333,2,6.211280763333332,23.31489757333333,29.52617833666666,train
6,166,1.9889,42.09905783092161,4.371676734888313,10.524764457730402,-1.795723074094827,8.0,26.0,18.0,13.25,66.0,166.0,100.0,107.5,0.93,3.44,2.51,2.41,4,4.474618706666667,10.263350519979404,14.73796922664607,train
4,9,3.4490000000000003,112.07515008417518,3.406176884268524,11.207515008417518,-1.929446238586208,6.0,25.0,19.0,11.0,66.0,139.0,73.0,82.6,1.55,3.44,1.89,2.884,0,3.120694463333333,82.79710140666667,85.91779587,train
3,44,4.2279,195.0552083181556,3.693806914650895,12.190950519884725,-1.5559502160937493,7.0,56.0,49.0,12.75,66.0,215.0,149.0,94.6875,0.89,3.44,2.55,2.503125,0,4.237500999999767,8.489929943332866,12.727430943332635,train
4,13,1.9881999999999995,252.94429451764864,4.4610709266979285,11.497467932620394,-3.5185807070454533,8.0,41.0,33.0,14.545454545454543,66.0,170.0,104.0,103.27272727272728,1.36,3.44,2.08,2.705454545454545,3,5.907085684074915,59.02888093267666,64.93596661675159,train
3,72,0.9554999999999998,325.3647983564221,3.5609432982203733,32.53647983564221,-0.4357682600000047,14.0,37.0,23.0,30.8,111.0,220.0,109.0,157.8,0.82,2.18,1.3600000000000003,1.58,6,6.181869279999982,4.567587530073105,10.749456810073086,train
3,19,1.7582000000000002,399.3150251213944,4.602237284234654,14.261250897192657,-1.418442954642856,8.0,51.0,43.0,17.714285714285715,66.0,139.0,73.0,84.0,2.05,3.44,1.39,3.0614285714285714,10,3.495788693333333,4.785694886666666,8.28148358,train
1,88,0.3201999999999998,149.99748174795735,6.719774187721026,10.71410583913981,-0.8882985285714297,8.0,48.0,40.0,19.714285714285715,66.0,144.0,78.0,96.0,1.69,3.44,1.75,2.75,6,12.326103132124327,4.271309046332724,16.597412178457052,train
3,53,0.8832,530.1930428902824,0.3880333212988919,132.5482607225706,0.0539871970238099,15.0,15.0,0.0,15.0,107.0,107.0,0.0,107.0,2.19,2.19,0.0,2.19,6,2.66147281,0.1191820766666666,2.780654886666667,train
3,59,0.0,141.3266256737978,3.853066650546304,23.55443761229964,-1.1415796674999992,16.0,35.0,19.0,25.0,105.0,139.0,34.0,121.33333333333331,1.66,2.96,1.3,2.4,6,15.915639126666663,4.091299729999999,20.006938856666665,train
4,12,0.0,50.02428543740265,6.466486922597943,12.506071359350663,-1.4292987436494258,8.0,47.0,39.0,22.0,66.0,145.0,79.0,104.0,1.55,3.44,1.89,2.59,9,8.309815473333336,4.027371036666668,12.337186510000004,train
4,9,1.0436,251.7131984069082,4.965206661647674,25.17131984069082,-0.7008674644374991,31.0,34.0,3.0,32.8,120.0,122.0,2.0,120.8,1.81,2.55,0.7399999999999998,2.254,10,7.996299056666667,4.091761046666666,12.088060103333332,train
0,212,3.5244,691.2697510492533,3.1774145367558586,13.293649058639486,-2.997944232919984,3.0,25.0,22.0,11.76923076923077,57.0,139.0,82.0,86.84615384615384,0.98,3.98,3.0,2.957692307692308,8,2.151682800000001,3.81127703,5.96295983,train
3,31,1.6851000000000005,80.37215376115671,5.566361254993614,20.093038440289178,-1.34440247625,8.0,50.0,42.0,29.0,66.0,139.0,73.0,102.5,1.96,3.44,1.48,2.7,10,6.56042692,5.030387396666666,11.590814316666666,train
3,63,0.5313999999999997,381.2387440648672,5.859023896080573,31.76989533873893,-1.4514473525,29.0,56.0,27.0,46.66666666666666,132.0,215.0,83.0,158.5,0.89,2.1,1.21,1.7183333333333335,9,9.054090403333335,9.629421313333332,18.68351171666667,train
4,12,2.0766,133.94125970775025,3.5567757696203586,13.394125970775026,-1.807831632116666,3.0,30.0,27.0,13.6,66.0,203.0,137.0,117.0,0.82,3.44,2.62,2.066,4,3.446599506897812,7.668334539618928,11.11493404651674,train
4,9,5.0722000000000005,75.16334011783437,2.694383803809977,12.527223352972394,-1.4753341423809516,7.0,15.0,8.0,10.0,66.0,107.0,41.0,81.33333333333333,2.19,3.44,1.25,2.89,7,3.17230707,3.1635666166666674,6.335873686666667,train
5,2,3.1273,338.9195176132158,3.5453157271782088,8.472987940330395,-2.6129049675,3.0,24.0,21.0,8.7,66.0,139.0,73.0,96.4,0.98,3.44,2.46,2.37,3,3.731407766666667,10.013331020000004,13.744738786666668,train
4,15,1.0073999999999996,329.1325130462985,6.113936541450456,13.71385471026244,-1.7304890750431063,8.0,83.0,75.0,21.5,66.0,166.0,100.0,113.0,0.93,3.44,2.51,2.3666666666666667,9,4.705341463333333,14.73914623,19.444487693333333,train
1,113,0.8198000000000008,292.64589875671544,5.902636645603349,36.58073734458943,-1.2015982574999984,52.0,56.0,4.0,53.0,138.0,215.0,77.0,157.25,0.89,2.1,1.21,1.7975,10,13.828782623333334,16.598075613333332,30.426858236666664,train
3,19,5.7568,391.8513543348272,5.1198247679813615,13.994691226243829,-3.5224954196428584,9.0,56.0,47.0,18.857142857142858,57.0,215.0,158.0,88.85714285714286,0.89,3.98,3.09,3.228571428571428,1,2.37082348,8.32376663,10.69459011,train
3,33,1.3978,351.4165675148947,2.985565092241629,12.550591696960526,-2.323115790833333,3.0,27.0,24.0,10.857142857142858,66.0,128.0,62.0,89.85714285714286,0.98,3.44,2.46,2.645714285714285,4,4.263043953333333,4.112669396666667,8.37571335,train
0,225,0.1008,70.8565698142368,2.966898431333897,17.7141424535592,-0.4227554454166666,3.0,32.0,29.0,14.5,120.0,176.0,56.0,138.0,0.98,2.01,1.0299999999999998,1.2425,6,18.071485030000048,11.412919343333314,29.48440437333336,train
2,187,4.1259,121.7221279524307,3.439093404000905,17.388875421775815,-2.781829747142858,6.0,38.0,32.0,16.285714285714285,57.0,220.0,163.0,106.57142857142856,0.82,3.98,3.16,2.66,8,2.3649507166666672,5.52227775335601,7.887228470022674,train
6,167,4.1041,255.33435095321383,2.5675218774205737,10.638931289717243,-2.6056715288864942,5.0,11.0,6.0,8.0,66.0,166.0,100.0,95.5,0.93,3.44,2.51,2.4625,8,2.440285043333333,5.537895796666668,7.97818084,train
4,11,0.5034000000000001,440.2562180219747,4.972162214217336,20.01164627372612,-0.0765242632575755,15.0,50.0,35.0,26.90909090909091,107.0,145.0,38.0,120.27272727272728,1.93,2.19,0.26,2.098181818181818,6,16.13605163,1.2746299966666668,17.41068162666667,train
4,5,2.5882,133.82485734801546,4.028044603800348,12.16589612254686,-1.8226713928030307,3.0,33.0,30.0,13.727272727272728,66.0,132.0,66.0,87.27272727272727,0.98,3.44,2.46,2.840909090909091,2,3.96480263,21.94090891333333,25.90571154333333,train
3,62,0.4223999999999996,364.6958657711654,2.837263725320068,30.39132214759712,-0.5262799508333332,14.0,38.0,24.0,24.0,111.0,195.0,84.0,160.66666666666666,0.95,1.9,0.95,1.2833333333333332,6,16.613894583333334,15.445699586666668,32.059594170000004,train
6,156,1.202,265.80241344615,2.553756152044464,11.075100560256248,-2.767044070972222,3.0,28.0,25.0,8.0,57.0,128.0,71.0,92.91666666666669,0.98,3.98,3.0,2.5125,4,2.2402802933333343,2.9931608370649183,5.233441130398252,train
4,12,3.0547,163.76920970936067,2.762368787508372,10.917947313957375,-1.11243757788889,3.0,20.0,17.0,8.933333333333334,71.0,176.0,105.0,110.2,0.98,3.04,2.06,1.9513333333333336,2,4.834769240000001,12.414405713333338,17.249174953333338,train
3,21,2.6735,141.28176323510843,2.526430234343206,14.128176323510845,-2.743966727833333,3.0,26.0,23.0,10.5,66.0,132.0,66.0,87.8,0.98,3.44,2.46,2.725,3,2.8109435,9.974808776666666,12.785752276666669,train
5,2,5.6481,84.20231377463467,0.8591874231450204,7.016859481219556,-0.4054575020833333,1.0,5.0,4.0,2.0,31.0,128.0,97.0,56.0,0.98,2.2,1.2200000000000002,1.97,7,3.0186021066666675,4.415011213333334,7.43361332,train
6,147,2.3376,697.2808897524967,3.749623312357553,34.86404448762484,-1.5698390942833336,19.0,49.0,30.0,34.6,120.0,203.0,83.0,141.0,0.82,2.96,2.14,2.296,2,3.408082183333334,4.902172010000001,8.310254193333334,train
4,15,1.044,127.42365027123796,7.013112294262959,10.618637522603162,-1.7863596348611093,3.0,82.0,79.0,18.666666666666668,66.0,146.0,80.0,100.0,0.98,3.44,2.46,2.435,9,5.564813223333332,25.24756137,30.81237459333333,train
3,40,1.6646,431.1121017539977,5.107261724801062,26.944506359624857,-0.9685262467447916,19.0,73.0,54.0,35.75,120.0,203.0,83.0,139.625,0.82,2.55,1.73,2.04,10,5.64382929,18.354989036666662,23.99881832666667,train
3,59,1.4376,357.36529491454684,2.343628255637765,29.780441242878904,-0.4862006558333339,17.0,33.0,16.0,19.666666666666668,102.0,119.0,17.0,104.83333333333331,2.18,3.16,0.98,2.9966666666666666,10,2.5403854066666667,0.5287076366666666,3.0690930433333325,train
3,43,1.7441,309.8917186642401,3.694874824371707,51.64861977737335,-1.128062750551366,34.0,55.0,21.0,48.0,120.0,244.0,124.0,202.66666666666663,0.79,2.55,1.7599999999999998,1.3766666666666667,10,3.682910436671637,5.37740021941628,9.060310656087916,train
4,14,1.6065,535.3762610553601,3.089934362473732,29.74312561418668,-1.4458361702777769,17.0,82.0,65.0,24.666666666666668,102.0,203.0,101.0,129.33333333333334,0.82,3.16,2.3400000000000003,2.5477777777777777,10,2.8705984566666665,3.42538224,6.295980696666668,train
0,225,4.4569,425.20476440855936,6.68600465374419,15.185884443162834,-2.853928177303571,9.0,83.0,74.0,25.571428571428573,57.0,203.0,146.0,86.92857142857143,0.82,3.98,3.16,3.334285714285714,8,3.16666434,23.733583029999995,26.90024737,train
3,31,0.1352999999999999,153.11167947168397,10.029676091006763,15.311167947168396,-1.0326380697499928,8.0,82.0,74.0,37.6,66.0,146.0,80.0,98.0,2.33,3.44,1.11,2.996,6,10.514339556666668,35.75796094333334,46.2723005,train
4,8,0.9809,367.3653836033416,3.10435352888043,9.18413459008354,-2.666978723376436,3.0,25.0,22.0,8.0,57.0,139.0,82.0,95.4,0.98,3.98,3.0,2.429,9,3.436978586373617,12.0901924358611,15.527171022234718,train
0,217,0.0,258.1021277237693,3.6199736311622495,8.06569149136779,-1.8023653512499989,3.0,26.0,23.0,8.375,66.0,132.0,66.0,97.5,0.98,3.44,2.46,2.31625,9,8.751211220000004,13.247449973333332,21.998661193333334,train
0,216,0.4412000000000002,67.75229322210667,9.87732578741271,22.584097740702223,-0.6243364550000005,40.0,79.0,39.0,56.0,136.0,175.0,39.0,151.0,1.33,2.54,1.21,1.8833333333333333,6,24.612652533315856,3.031527739997845,27.644180273313705,train
6,166,0.0,308.7741174190518,4.332894575790776,11.875927593040451,-1.2601062588461536,8.0,28.0,20.0,15.076923076923077,66.0,176.0,110.0,92.3076923076923,1.0,3.44,2.44,2.781538461538461,6,6.629442068402178,4.044226325119573,10.673668393521751,train
1,114,3.3657,552.5566786284055,1.85578893771767,19.734167093871623,-0.504305310848214,1.0,16.0,15.0,11.142857142857142,31.0,111.0,80.0,85.57142857142857,1.9,2.58,0.6800000000000002,2.277142857142857,0,3.16627445,0.45571803,3.6219924800000007,train
3,62,0.4985999999999997,383.64935720103887,5.942303001166693,23.97808482506493,-0.2485758114062513,29.0,51.0,22.0,37.0,120.0,139.0,19.0,127.75,1.9,2.55,0.6499999999999999,2.2625,6,18.265838653333333,17.179627666666665,35.44546632,train
3,31,0.1743999999999999,396.89909008346825,5.609767867358235,24.80619313021677,-0.336743404252231,15.0,47.0,32.0,36.5,107.0,145.0,38.0,127.75,1.93,2.55,0.6199999999999999,2.2725,6,9.438351646666668,3.0172197566666665,12.455571403333332,train
2,194,0.8395999999999999,145.09795638635967,3.1009616101885467,24.182992731059944,-0.5765177672420639,15.0,30.0,15.0,21.33333333333333,107.0,203.0,96.0,144.0,0.82,2.19,1.37,1.5533333333333337,6,8.518522606666664,4.530595783339359,13.049118390006024,train
2,173,6.5113,402.721146538554,0.9057673843062116,8.054422930771079,-0.3339844841333331,1.0,12.0,11.0,2.48,31.0,141.0,110.0,48.84,0.98,3.04,2.06,2.1636,7,2.5527259513437808,3.6805809297728302,6.233306881116611,train
3,20,5.7242,104.7489959704011,3.1732658812663006,10.47489959704011,-2.3755736459999994,6.0,20.0,14.0,10.0,66.0,176.0,110.0,90.0,1.0,3.44,2.44,2.774,1,3.209418586876001,9.478890778563818,12.68830936543982,train
1,129,1.5456999999999996,132.94097552148477,7.347672817735369,16.617621940185597,-1.6709323618749998,7.0,72.0,65.0,31.0,71.0,195.0,124.0,128.0,0.95,3.04,2.09,2.0825,4,6.61561741,18.28793950666667,24.90355691666667,train
4,15,1.9027,437.9099335266078,3.274906535971129,12.16416482018355,-1.4555470897527532,1.0,34.0,33.0,11.22222222222222,31.0,139.0,108.0,72.33333333333333,1.55,3.44,1.89,2.855555555555556,2,2.987757816666665,4.210456263333327,7.1982140799999925,train
0,221,6.3971,88.37611823763214,3.42984602336079,17.67522364752643,-3.718474268999999,9.0,37.0,28.0,16.8,57.0,220.0,163.0,113.4,0.82,3.98,3.16,2.752,5,2.1170626100000014,13.159730480000006,15.276793090000009,train
1,92,3.9156,923.4692178909494,2.2761617895144424,9.61947101969739,-1.2957464888476562,1.0,34.0,33.0,6.5,31.0,122.0,91.0,53.083333333333336,1.65,3.44,1.79,2.708333333333333,0,2.41464669,3.97353217,6.388178859999999,train
4,14,2.0519,151.86163345622754,3.366123977941208,12.655136121352294,-2.9069160615517244,9.0,25.0,16.0,12.0,57.0,166.0,109.0,88.83333333333333,0.93,3.98,3.05,3.0666666666666664,3,2.41797369,3.5979673833333337,6.015941073333334,train
3,72,1.3078999999999998,304.7209390148981,2.537849676287867,25.39341158457484,-0.4433672354441693,11.0,31.0,20.0,18.33333333333333,107.0,203.0,96.0,151.33333333333334,0.82,2.19,1.37,1.46,10,6.604678989445389,6.535061357566202,13.13974034701159,train
4,7,1.9666,337.2830158754866,2.837717376362674,10.540094246108955,-2.517615461934523,3.0,29.0,26.0,8.625,66.0,132.0,66.0,94.625,0.98,3.44,2.46,2.41875,4,2.771506593333333,4.09643974,6.867946333333333,train
4,15,1.3525,456.5382501587851,4.85513455029244,17.559163467645583,-0.7937796400000001,7.0,38.0,31.0,22.76923076923077,71.0,195.0,124.0,126.23076923076924,0.95,3.04,2.09,2.077692307692308,10,5.790528703333333,21.608992149999995,27.39952085333333,train
0,225,0.0,52.04445266197541,14.080612665410264,13.011113165493851,-0.8116055345833342,4.0,77.0,73.0,45.0,96.0,160.0,64.0,134.5,1.54,2.2,0.6600000000000001,1.8775,6,34.83152293999984,17.589175693333345,52.42069863333318,train
0,225,4.1311,351.79276398999025,2.5204726763382874,23.452850932666017,-1.9852849938850576,11.0,48.0,37.0,16.666666666666668,102.0,166.0,64.0,130.4,0.93,3.16,2.23,2.17,0,2.5759176900000003,3.722934259999999,6.29885195,train
4,15,2.1533,334.0836358057696,5.071139066639604,16.70418179028848,-1.8942363445,8.0,81.0,73.0,22.2,66.0,153.0,87.0,99.2,1.62,3.44,1.82,2.745,4,4.7302527,7.059113993333335,11.789366693333337,train
3,34,2.0990999999999995,217.9171889313384,4.348690312115743,10.895859446566917,-2.415672097666666,3.0,52.0,49.0,12.8,66.0,160.0,94.0,95.0,0.98,3.44,2.46,2.624,4,4.60645527,17.112394226666666,21.718849496666667,train
3,18,3.4173,318.2332533368047,1.483070652906617,8.374559298336965,-1.0367527752631576,1.0,8.0,7.0,4.0,31.0,76.0,45.0,49.1578947368421,2.2,3.44,1.2399999999999998,2.651578947368421,0,2.3700938933333333,3.039708993333333,5.409802886666667,train
1,139,1.8048,246.24351585102167,2.7662308470447647,20.52029298758514,-0.8200530018749994,3.0,29.0,26.0,16.0,105.0,132.0,27.0,121.66666666666669,0.98,2.58,1.6,1.82,10,4.621138810000001,2.883035803333332,7.504174613333332,train
4,12,2.7744,160.77123140841795,3.6331019221882586,12.367017800647536,-3.4158683015384623,8.0,22.0,14.0,13.076923076923077,66.0,176.0,110.0,104.6153846153846,1.0,3.44,2.44,2.626153846153846,3,4.8703921866666695,74.16647036000002,79.03686254666668,train
0,225,6.8066,181.8187725613789,4.0892443727671965,18.18187725613789,-3.5640406430689664,9.0,55.0,46.0,19.6,57.0,244.0,187.0,116.6,0.79,3.98,3.19,2.775,5,2.3177044833333245,5.681613243333312,7.999317726666636,train
6,164,0.9116000000000004,82.50227307579013,4.209569942368008,8.250227307579014,-1.719930090333333,3.0,28.0,25.0,10.0,66.0,128.0,62.0,102.4,0.98,3.44,2.46,2.15,9,3.779294156666668,6.063196326664965,9.842490483331634,train
4,4,2.2718000000000003,317.21633042045016,3.033940832543308,13.21734710085209,-2.755974627301587,3.0,41.0,38.0,11.5,66.0,164.0,98.0,86.16666666666667,0.98,3.44,2.46,2.873333333333333,3,3.78468233,15.052297349999998,18.83697968,train
0,215,3.2264000000000004,159.72719205384607,1.854939888511471,15.972719205384609,0.0672609920833323,5.0,29.0,24.0,8.6,71.0,132.0,61.0,80.4,1.9,3.04,1.14,2.63,2,3.1630561699999995,0.1591400899999999,3.32219626,train
0,221,3.6351,439.325945269261,6.278462869225312,10.983148631731527,-3.695493413875,8.0,57.0,49.0,18.35,66.0,207.0,141.0,104.775,1.1,3.44,2.34,2.6090000000000004,8,4.667702789999995,27.251117073333337,31.91881986333333,train
5,2,1.0132999999999996,332.657429718562,4.5362308389013215,18.48096831769789,-1.1431295579629648,7.0,38.0,31.0,22.444444444444443,71.0,195.0,124.0,136.0,0.95,3.04,2.09,1.9444444444444444,10,6.521455583333335,13.538486036666669,20.059941620000004,train
0,221,0.3698999999999999,69.15290983490364,6.781974968149559,34.57645491745182,-0.2738158937500006,37.0,79.0,42.0,58.0,136.0,220.0,84.0,178.0,0.82,2.54,1.7200000000000002,1.68,6,5.292991823333334,4.536175416666668,9.82916724,train
1,122,2.6621999999999995,105.62708412224428,4.424811865995604,13.203385515280536,-0.8207689481250018,7.0,32.0,25.0,16.5,71.0,176.0,105.0,109.5,1.0,3.04,2.04,2.2725,2,5.61892687,10.132793660100155,15.751720530100158,train
4,11,5.4717,185.02780731565468,2.1996502611646016,18.50278073156547,-1.1461493069499995,8.0,19.0,11.0,12.0,66.0,203.0,137.0,100.6,0.82,3.44,2.62,2.8600000000000003,7,2.2128469300000004,2.980697533333334,5.193544463333335,train
1,92,1.632,522.8665029564409,2.6421329570436307,21.786104289851703,-1.1222020765416665,8.0,28.0,20.0,16.833333333333332,66.0,203.0,137.0,144.16666666666666,0.82,3.44,2.62,1.875,10,3.2630296133333334,8.840847823333334,12.103877436666666,train
