e_total,e_ionic,e_electronic
17.04833398,7.118969296666667,9.929364683333334
17.57201035333333,13.469476923333332,4.10253343
18.48866714,12.443616146666663,6.045050993333334
9.596024781760285,6.499904698114928,3.0961200836453524
6.216545566666667,4.3503137700000005,1.8662317966666664
21.647788600082297,14.892404796748968,6.755383803333333
20.059941620000004,13.538486036666669,6.521455583333335
16.412286796666663,7.198231996666665,9.214054799999998
68.75711322666666,48.31545998666666,20.441653240000004
17.18915838665573,8.379923833322394,8.809234553333333
25.65643565666667,16.915921163333337,8.740514493333334
13.12331933,6.85132736,6.271991969999999
12.54920045333329,5.768806923333315,6.780393529999976
35.79913567666667,30.77831757,5.020818106666666
3.3950667233333327,0.9812888166666666,2.4137779066666663
11.500050893333333,8.536943133333333,2.96310776
8.953313013335348,5.759626556668683,3.1936864566666663
3.9756622634042222,1.825061076737556,2.1506011866666674
15.615036923333331,4.66798345,10.947053473333334
58.67445272666663,23.92863440666667,34.74581831999996
15.508634196666668,10.324839786666669,5.18379441
9.05645102651173,6.910176199845064,2.1462748266666667
12.286972749302349,9.272331641626678,3.01464110767567
15.787791228703318,11.4668346679429,4.320956560760418
12.829562981303193,1.3064358994508003,11.523127081852394
9.336514046666602,6.403574249999956,2.932939796666647
10.524086180000069,3.400765086666737,7.123321093333332
11.6163825,9.097002053333332,2.5193804466666667
13.315891726699382,9.673661893366049,3.642229833333333
8.099122323333335,5.8482839533333335,2.2508383700000008
15.16134591,10.608695153333333,4.552650756666666
16.98257018666663,9.048277256666646,7.934292929999981
9.408913850001513,4.716144600001592,4.6927692499999205
7.2010903766666665,4.619638490000001,2.5814518866666663
10.225324966666667,2.7897324633333334,7.435592503333333
24.762593096666663,17.232777789999997,7.529815306666667
6.42903656,3.455929256666668,2.9731073033333337
4.678337793333335,2.1440181066666675,2.534319686666667
23.48365233333333,16.711650456666664,6.772001876666667
19.12842396999921,11.571605083332544,7.556818886666669
4.7077147866203335,0.0581577032870001,4.649557083333334
6.000869540209763,3.6896991702097632,2.3111703700000006
15.286348160000005,10.00793835666667,5.278409803333332
7.13011447,3.9391540866666666,3.190960383333333
23.124749963333333,19.007976483333334,4.11677348
5.649620756666667,0.4977263833333333,5.1518943733333336
9.520262720007803,3.701164223341138,5.819098496666666
5.691667823333859,3.23887136000056,2.452796463333298
22.97958492666667,16.829546663333335,6.150038263333333
9.341666316666666,5.91318304,3.428483276666667
8.206722319326046,3.861714636458145,4.345007682867902
19.89090854,13.689602013333332,6.201306526666667
25.54877467000004,0.6232092900000002,24.92556538000004
33.91175664055492,11.293967481614352,22.617789158940564
11.83277799666667,8.391147466666668,3.4416305300000007
11.964854443333332,7.22209379,4.742760653333334
6.097859683333335,3.264720610000001,2.8331390733333337
6.771641433333332,4.762974619999999,2.0086668133333325
38.69335751180989,15.374966214724148,23.318391297085743
4.207804263333333,0.8090073466666666,3.3987969166666665
52.84958500666676,13.873394696666663,38.9761903100001
8.82257695,5.7454829300000005,3.07709402
14.683759506661351,12.345438496661352,2.33832101
16.462366106675475,7.76589598000881,8.696470126666666
5.217307943333335,2.751277533333333,2.466030410000001
17.415912180000003,10.799427173333337,6.616485006666667
9.48297833,5.007522523333333,4.475455806666666
9.500711903333334,4.95349401,4.547217893333333
5.553643913333978,2.535391110000644,3.018252803333334
7.4021349,4.558234863333334,2.843900036666667
10.88330038,8.07803989,2.80526049
14.174491289999995,10.777932213333331,3.3965590766666662
18.7477708,13.936995070000002,4.8107757300000005
20.49356138,11.28160558,9.2119558
24.098649496666667,5.77016818,18.328481316666664
14.238237506666664,9.782873956666664,4.45536355
27.324351173333337,22.68424729,4.640103883333334
30.85772156660668,21.006009369940013,9.85171219666667
22.348327879999776,18.85023704333313,3.4980908366666394
10.16888298,4.089895670000001,6.07898731
7.633760896668587,4.712560216668586,2.92120068
10.624221016666665,3.2162812833333327,7.407939733333331
