space_group,band_gap,density,density_atomic,formation_energy_per_atom,e_total,e_ionic,e_electronic,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,cluster
9,2.2683,5.058908498288655,16.30812584025479,-3.00639987962963,112.80884587333333,107.78347098333332,5.025374889999999,8.0,81.0,73.0,21.55555555555556,57.0,164.0,107.0,94.11111111111111,1.54,3.98,2.44,2.942222222222222,4
72,2.5684,3.265404812938068,22.75272941589017,-1.127634460972222,12.541565853333296,8.063349893333308,4.478215959999988,16.0,30.0,14.0,21.33333333333333,105.0,203.0,98.0,132.44444444444446,0.82,2.58,1.7600000000000002,1.8788888888888888,4
82,1.6224999999999996,6.437049733857879,27.377464331650376,-2.032814309707512,25.17626494,15.789733219999995,9.38653172,34.0,60.0,26.0,44.785714285714285,120.0,244.0,124.0,157.78571428571428,0.79,2.55,1.7599999999999998,1.9207142857142856,4
18,4.417199999999999,3.5659462512739912,14.378961822950084,-1.3159360542013887,11.676451596666666,8.489996053333334,3.186455543333333,8.0,33.0,25.0,14.444444444444445,66.0,119.0,53.0,82.11111111111111,2.18,3.44,1.2599999999999998,3.0644444444444447,4
1,2.7429999999999994,3.40096146346748,10.833824990840288,-2.886383631057896,43.12039953333335,38.66481069666668,4.455588836666667,3.0,22.0,19.0,10.592592592592592,66.0,166.0,100.0,108.8148148148148,0.93,3.44,2.51,2.35,4
40,1.4228,4.4491256408113,26.82282135404059,-0.9648636458281246,20.03491705333333,13.995045823333337,6.039871229999999,19.0,41.0,22.0,31.75,120.0,203.0,83.0,138.875,0.82,2.55,1.73,2.0525,4
6,1.6863,9.01451618654986,17.16660344097746,-1.548750022000006,16.147599869999997,9.921748976666668,6.225850893333334,8.0,83.0,75.0,38.0,66.0,148.0,82.0,98.8,2.02,3.44,1.42,2.872,4
15,2.7214,3.6989667757280458,11.291920705384422,-1.3479139758159728,8.459007696666665,5.329915363333332,3.129092333333333,1.0,34.0,33.0,11.77777777777778,31.0,122.0,91.0,70.44444444444444,1.65,3.44,1.79,2.8666666666666667,4
12,1.4647000000000006,5.546750588830426,24.490523616132464,-1.2701982877380935,15.920207313333334,8.923539836666668,6.996667476666666,16.0,57.0,41.0,35.714285714285715,105.0,215.0,110.0,142.28571428571428,0.89,2.58,1.69,2.000714285714286,4
1,1.5662000000000005,4.3478200936599904,7.616693039962925,-0.8992137590000008,40.57869995666667,36.63982290666667,3.93887705,1.0,78.0,77.0,8.933333333333334,31.0,136.0,105.0,52.0,2.2,3.44,1.2399999999999998,2.7013333333333334,4
67,7.123200000000001,6.038077268588438,14.775233467303991,-4.21196331125,11.732232636666666,9.267640316666666,2.4645923199999995,9.0,72.0,63.0,22.75,57.0,215.0,158.0,91.5,0.89,3.98,3.09,3.25875,4
14,0.0063999999999997,3.837748411348899,12.979549532408669,-2.824465825000001,5.643948423333335,3.1079126666666674,2.536035756666667,9.0,24.0,15.0,14.0,57.0,139.0,82.0,84.33333333333333,1.66,3.98,2.3200000000000003,3.2066666666666666,4
14,2.8773,1.6385694978914196,15.233958979901022,-0.302516447875,9.324994003333336,6.303503073333334,3.02149093,1.0,19.0,18.0,7.6,31.0,203.0,172.0,91.6,0.82,2.2,1.3800000000000003,1.7270000000000003,4
37,3.3005000000000004,3.532485701936238,12.491451444872611,-2.243022224351852,6.18602864,3.300865566666667,2.885163073333333,3.0,32.0,29.0,12.22222222222222,66.0,128.0,62.0,91.77777777777776,0.98,3.44,2.46,2.575555555555556,4
63,4.7187,4.750923991836058,21.08312461421804,-2.9195081789762964,8.313263633333333,5.921629496666665,2.391634136666667,9.0,55.0,46.0,25.75,57.0,244.0,187.0,114.0,0.79,3.98,3.19,2.94125,4
4,3.9952,2.439781874633817,11.90079171603132,-1.6682846484010418,5.574629533333334,3.1673348766666667,2.407294656666666,1.0,34.0,33.0,8.2,31.0,128.0,97.0,76.8,0.98,3.44,2.46,2.611,4
19,1.3828,2.8662372136210434,15.05678307598945,-2.322195055616881,9.663977356666663,6.036601086666667,3.627376270000001,8.0,42.0,34.0,12.363636363636363,66.0,154.0,88.0,81.45454545454545,2.16,3.44,1.2799999999999998,3.0963636363636367,4
33,4.2049,2.466517580681852,13.516981147898775,-3.0821661145,5.220478423333334,2.7220699366666667,2.498408486666667,8.0,14.0,6.0,10.0,66.0,141.0,75.0,90.0,1.31,3.44,2.13,2.7060000000000004,4
99,1.5434,7.420403252067178,14.03623491996041,-2.1998787308333334,22.700521526666662,16.434817069999998,6.265704456666668,8.0,83.0,75.0,26.6,66.0,160.0,94.0,97.4,1.54,3.44,1.9,2.787,4
62,1.3784999999999998,2.3721160071248546,14.239826187848251,-0.7978766309722225,13.475501813333333,7.528080436666666,5.947421376666665,3.0,20.0,17.0,10.0,71.0,176.0,105.0,125.0,0.98,3.04,2.06,1.6733333333333331,4
12,2.2904,2.810967930414013,11.350363950566184,-1.1293726282222225,21.329631606666663,16.29489743,5.034734176666666,3.0,20.0,17.0,9.466666666666669,71.0,176.0,105.0,112.53333333333332,0.98,3.04,2.06,1.9306666666666668,4
12,0.5108999999999999,2.7968170089442657,15.327999147593545,-1.6464946509090894,19.16918602467919,12.991085034270773,6.178100990408417,8.0,24.0,16.0,12.363636363636363,66.0,139.0,73.0,85.9090909090909,1.66,3.44,1.78,2.9545454545454546,4
11,4.4775,1.4421578205150902,11.957987408085025,-1.8534742881439383,4.74550101,2.48162553,2.26387548,1.0,17.0,16.0,5.090909090909091,31.0,128.0,97.0,82.27272727272727,0.98,3.44,2.46,2.1818181818181817,4
74,0.7191000000000001,5.046567171863214,12.359324803814248,-1.6787143785083574,13.658633423333235,9.532697959999927,4.125935463333306,8.0,52.0,44.0,16.545454545454547,66.0,166.0,100.0,97.27272727272728,0.93,3.44,2.51,2.74,4
88,2.0985,7.150123286858055,13.859758058990709,-1.7048177273611105,10.30341997550871,6.022415398140981,4.281004577367731,8.0,75.0,67.0,25.666666666666668,66.0,151.0,85.0,93.33333333333331,1.9,3.44,1.54,2.931666666666666,4
14,1.6572,3.1948709094540653,30.155470300467417,-0.9733716048043828,9.87992195,5.127372546666667,4.752549403333333,12.0,34.0,22.0,25.818181818181817,107.0,203.0,96.0,134.63636363636363,0.82,2.55,1.73,2.057272727272727,4
38,1.6847,4.227873572326315,12.089450484357243,-2.321958565833334,7.368524686666665,4.086914296666666,3.2816103899999995,8.0,26.0,18.0,14.5,57.0,132.0,75.0,83.5,1.83,3.98,2.15,3.1733333333333333,4
19,4.578,3.068531432159952,17.366738667052314,-2.453474394954545,10.287117573333331,7.88293443,2.404183143333334,8.0,51.0,43.0,14.909090909090908,57.0,203.0,146.0,98.63636363636364,0.82,3.98,3.16,2.9063636363636363,4
6,0.9256,3.4001548850979484,11.521727028769565,-2.821080915128205,23.34911622333333,18.568280373333334,4.78083585,3.0,23.0,20.0,11.0,57.0,153.0,96.0,92.84615384615384,0.98,3.98,3.0,2.81,4
24,5.1733,2.595391012166959,12.814039319649163,-2.8689282572222248,4.557305393333333,2.0497411566666663,2.507564236666667,8.0,14.0,6.0,10.0,66.0,111.0,45.0,81.0,1.9,3.44,1.54,2.9266666666666663,4
